model_id,comet
CHYPS-V-br20-Deepseek-v3.2-deepthink-25-12-10,0.7760249972343445
CHYPS-V-br20-DeepL-v2-api-v3.4.1-25-06-05,0.773702085018158
CHYPS-V-br20-qwen-3-max-25-07-24,0.7684171199798584
CHYPS-V-br20-Gemini-2.5-Pro-25-06-05,0.7636045813560486
CHYPS-V-br20-Claude-4.1-Opus-24-09-30,0.7523332834243774
