model_id,bertscore
CHYPS-V-br20-Human-25-09-30,0.7184709310531616
CHYPS-V-br20-Grok-4.1-25-12-10,0.7182774543762207
CHYPS-V-br20-Grok-4-25-07-25,0.7169928550720215
CHYPS-V-br20-Deepseek-v3.2-deepthink-25-12-10,0.714280903339386
CHYPS-V-br20-Gemini-2.5-Pro-25-06-05,0.7131612300872803
